,district,living_space,price,room_count,access_date,bathroom_count,date_added,owner,property_type,link,smoker,title
190,mokotow,56.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/spore-2-pokojowe-56m2-na-konstancinskiej/10010158756651012103450109,,SPORE 2 POKOJOWE 56m2 na KONSTANCIŃSKIEJ
946,mokotow,58.0,2200,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/do-wynajecia-2pok-obok-szkoly-siostr-nazaretanek/10010156543681011355524009,,Do wynajęcia 2pok.obok szkoły Sióstr Nazaretanek
909,mokotow,50.0,2400,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3-osobne-pok-%252Bbalkon-mokotow/10010156860581012776000109,,Bez prowizji: 3 osobne pok. +balkon | Mokotów
80,mokotow,90.0,3700,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wiktorska-3-pok-na-biuro-2006-rok-metro/10010159136821012765100009,,Wiktorska 3 pok na biuro 2006 rok metro
848,mokotow,56.0,2600,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3-osobne-pok-metro-raclawicka/10010156860861012776000109,,Bez prowizji: 3 osobne pok. | Metro Racławicka
801,mokotow,300.0,7000,6,,3.0,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/rodzinny-dom-tuz-obok-przedszkola/10010156965511011378581009,,Rodzinny dom tuż obok przedszkola
118,mokotow,120.0,8000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-w-wysokim-standardzie-+-marina-mokotow/10010159405081012424790009,,Apartament w wysokim standardzie - Marina Mokotów
117,mokotow,28.0,2000,Kawalerka,,1.0,25/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-do-wynajecia-ul-pulawska-53/10010064483991011187284909,,Mieszkanie do wynajęcia ul.Puławska 53
912,mokotow,30.0,2000,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-stylowy-1+pok-z-balkonem-mokotow/10010156813891012776000109,,Bez prowizji: Stylowy 1-pok. z balkonem | Mokotów
233,mokotow,52.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/salon-z-aneksem-i-sypialnia-po-remoncie/10010158563371012710620009,,Salon z aneksem i sypialnia po remoncie
212,mokotow,142.0,8900,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-warszawa-mokotow-142m2-nr-10498/10010158710221012263410109,,Mieszkanie Warszawa Mokotów 142m2 (nr: 10498)
235,mokotow,41.0,2700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dwupokojowe-z-aneksem-klima-piwnica-w-cenie/10010158563341012710620009,,"Dwupokojowe z aneksem, klima, piwnica w cenie"
778,mokotow,40.0,2550,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-%252Bbalkon-czerniakow/10010156965641012776000109,,Bez prowizji: 2 osobne pok. +balkon | Czerniaków
827,mokotow,52.0,2600,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3-osobne-pok-sluzewiec/10010156965201012776000109,,Bez prowizji: 3 osobne pok. | Służewiec
948,mokotow,43.0,2900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/doskonala-lokalizacja-przy-lazienkach-krolewskich/10010156543641011355524009,,Doskonała lokalizacja przy Łazienkach Królewskich
232,mokotow,61.0,4000,2,2021-11-09,2.0,14/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/ekskluzywny-apartament-przy-ul-racjonalizacji/10010148542921012959321709,,Ekskluzywny Apartament przy ul. Racjonalizacji
845,mokotow,40.0,2850,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-m2-garaz-w-cenie-biznesowy-mokotow/10010156963141012776000109,,Bez prowizji: M2 |garaż w cenie| Biznesowy Mokotów
844,mokotow,35.0,2000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-%252Bbalkon-metro-wilanowska/10010156965131012776000109,,Bez prowizji: 2-pok. +balkon | Metro Wilanowska
843,mokotow,66.0,3000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-klimatyzacja-%252B-parking-woronicza/10010156965141012776000109,,"Bez prowizji: Klimatyzacja + parking, Woronicza"
910,mokotow,67.0,3200,2,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-metro-pole-mokotowskie/10010156781901012776000109,,Bez prowizji: 2 osobne pok| Metro Pole Mokotowskie
133,mokotow,48.0,2400,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/3-oddzielne-pokoje-na-dolnym-mokotowie/10010159115511012710620009,,3 oddzielne pokoje na Dolnym Mokotowie
1044,mokotow,70.0,2500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/stylowe-mieszkanie-w-segmencie/10010155784761012506060109,,Stylowe mieszkanie w segmencie
165,mokotow,30.0,2200,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/ladne-mieszkanie-400-m-od-metra-raclawicka-po-remoncie/10010158845441012446970109,,Ładne mieszkanie 400 m od Metra Racławicka po remoncie !
82,mokotow,57.0,1850,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/57-m2-obok-ch-sadyba-best-mall/10010159136811012765100009,,57 m2 obok CH Sadyba Best Mall
101,mokotow,90.0,3700,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/90-m2-pod-biuro-2006-rok-metro-raclawicka/10010159382311012765100009,,90 m2 pod biuro 2006 rok metro Racławicka
838,mokotow,31.0,1800,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-1+pok-%252Bbalkon-metro-sluzew/10010156860931012776000109,,Bez prowizji: 1-pok. +balkon | Metro Służew
839,mokotow,45.0,2800,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-nowe-2+pok-wislany-mokotow-siekierki/10010156963161012776000109,,"Bez prowizji: Nowe 2-pok. | Wiślany Mokotów, Siekierki"
100,mokotow,52.0,2200,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/52-m2-meble-balkon-metro-2008-rok/10010159436081012765100009,,52 m2 meble balkon metro 2008 rok
938,mokotow,52.0,4200,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2-pokoje-z-tarasem-30m-na-mokotowie/10010156578801011355524009,,2 pokoje z tarasem 30m na Mokotowie
945,mokotow,90.0,4800,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-metro-wilanowska-dwa-balkony/10010156543701011378581009,,"Apartament, Metro Wilanowska, dwa balkony!"
830,mokotow,59.0,4000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-garaz-w-cenie-stary-mokotow/10010156963181012776000109,,Bez prowizji: 2-pok. |garaż w cenie| Stary Mokotów
200,mokotow,46.0,3410,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-przy-polach-mokotowskich/10010158756061010469204609,,Mieszkanie przy polach Mokotowskich
199,mokotow,123.0,9000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-warszawa-mokotow-123m2-nr-13911-431-omw/10010158710621010469204609,,Mieszkanie Warszawa Mokotów 123m2 (nr: 13911/431/OMW)
198,mokotow,136.0,9000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/duzy-apartament-na-mokotowie/10010158724431010469204609,,Duży apartament na Mokotowie!
195,mokotow,44.0,2750,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2-pokojowe-mieszkanie-mokotow+mordor/10010158749501012103450109,,2 pokojowe mieszkanie Mokotów-Mordor
222,mokotow,350.0,15000,6,,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dom-pod-biura/10010158563401012710620009,,Dom pod biura
842,mokotow,65.0,4200,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-garaz-w-cenie-galeria-mokotow/10010156860901012776000109,,Bez prowizji: Garaż w cenie | Galeria Mokotów
194,mokotow,45.0,2600,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2-pokojowe-przy-wyscigach-garaz-w-cenie/10010158842131012103450109,,2 pokojowe przy Wyścigach / garaż w cenie!
239,mokotow,52.0,2300,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dwupokojowe-z-oddzielna-kuchnia-przy-polach-mok/10010158506901012710620009,,"Dwupokojowe z oddzielną kuchnią, przy Polach Mok."
149,mokotow,52.0,2250,2,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/lux-apartament-52m-2-pokojowy-garaz-osiedle-park-wilanowski-2004r/10010158903431010471298109,,"Lux apartament 52m 2 pokojowy, garaż, Osiedle Park Wilanowski 2004r "
836,mokotow,100.0,7500,4,2021-12-31,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-4+pok-2x-garaz-w-cenie-sadyba/10010156963171012776000109,,Bez prowizji: 4-pok. |2x garaż w cenie| Sadyba
774,mokotow,84.0,4400,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajem-84-m-3-pokoje-obrzezna-sluzew/10010156963611012440570009,,Wynajem 84 m 3 pokoje Obrzeźna Służew
154,mokotow,46.0,2100,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/sluzew-46m2-2-pokoje-balkon-meble/10010159108161012102110109,,Służew 46m2 2 pokoje BALKON MEBLE
769,mokotow,105.0,4900,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3+pok-2-balkony-metro-wilanowska/10010156979341012776000109,,Bez prowizji: 3-pok. |2 balkony | Metro Wilanowska
775,mokotow,133.0,9000,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-4+pok-garaz-w-cenie-wierzbno/10010156963601012776000109,,Bez prowizji: 4-pok. |garaż w cenie| Wierzbno
173,mokotow,30.0,1750,Kawalerka,2021-11-16,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajme-kawalerke-na-mokotowie/10010158206901010826836209,,Wynajmę kawalerkę na Mokotowie
157,mokotow,93.0,4600,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/eleganckie-3-pokojowe/10010158450511010468790109,,ELEGANCKIE 3 POKOJOWE !!  
767,mokotow,51.0,2300,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3+pok-%252Bbalkon-sadyba-best-mall/10010156959591012776000109,,Bez prowizji: 3-pok. +balkon | Sadyba Best Mall
1033,mokotow,300.0,10000,5,,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dom-warszawa-mokotow-300m2-nr-hh+dw+445611163/10010155851171011381140509,,Dom Warszawa Mokotów 300m2 (nr: HH-DW-445611163)
907,mokotow,36.0,2400,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-pok-%252B-balkon-stary-mokotow/10010156959011012776000109,,Bez prowizji: 2 pok. + balkon | Stary Mokotów
171,mokotow,61.0,4000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/piekne-dwa-pokoje-w-nowoczesnym-apartamentowcu/10010158842391012710620009,,Piękne dwa pokoje w nowoczesnym apartamentowcu
766,mokotow,160.0,9500,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajem-160m2-4-pok-ul-plycwianska-mokotow/10010156965661012440570009,,Wynajem 160m2 4 pok. ul. Płyćwiańska Mokotów
160,mokotow,62.0,4800,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowe-wysokistandard-klimatyzacja-300-m-od-metra-wilanowska-garaz-i-komorka-w-cenie/10010158845451012446970109,,"NOWE, WYSOKISTANDARD, KLIMATYZACJA, 300 M OD METRA WILANOWSKA !GARAŻ I KOMÓRKA W CENIE !"
906,mokotow,70.0,4100,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3+pok-garaz-w-cenie-marina-mokotow/10010156959021012776000109,,Bez prowizji: 3-pok |garaż w cenie| Marina Mokotów
1031,mokotow,134.0,9500,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/piekny-apartament-na-wynajem-w-samym-sercu-mokotow/10010155843601011381140509,,Piękny apartament na wynajem w samym sercu Mokotow
265,mokotow,122.0,6500,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/przestronny-apartament-pusty-lub-z-meblami-garaz/10010158570041012710620009,,"Przestronny apartament pusty lub z meblami, garaż"
169,mokotow,28.0,1600,Kawalerka,2021-11-16,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/kawalerka-z-balkonem-i-miejscem-postojowym/10010158206941011493233609,,Kawalerka z balkonem i miejscem postojowym
93,mokotow,190.0,12000,6,2022-01-01,2.0,01/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajme-mieszkanie-190m2-ul-merliniego-5/1009965127870910488954509,,Wynajmę mieszkanie 190m2 ul. Merliniego 5
817,mokotow,61.0,4000,2,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-klimatyzacja-mokosfera/10010156959301012776000109,,Bez prowizji: 2-pok. |klimatyzacja| Mokosfera
166,mokotow,57.0,2700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wysoki-standard-nowe-budownictwo-miejsce-garazowe/10010158749801012446970109,,"Wysoki standard, nowe budownictwo, miejsce garażowe !"
816,mokotow,52.0,3200,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3-osobne-pok-stary-mokotow/10010156963221012776000109,,Bez prowizji: 3 osobne pok. | Stary Mokotów
175,mokotow,85.0,5500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-os-marina/10010158749751011342156709,,Apartament na os.Marina
253,mokotow,42.0,2500,2,2021-12-01,1.0,01/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-2-oddzielne-pokoje-bukowinska-metro-wilanowska/10010092982931010476694009,,Mieszkanie 2 oddzielne pokoje Bukowińska Metro Wilanowska
820,mokotow,76.0,4200,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-klima-garaz-w-cenie-sluzewiec/10010156963201012776000109,,Bez prowizji: Klima. |garaż w cenie| Służewiec
1036,mokotow,75.0,4600,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-warszawa-mokotow-75m2-nr-hh+mw+971214445/10010155851061011381140509,,Mieszkanie Warszawa Mokotów 75m2 (nr: HH-MW-971214445)
1039,mokotow,65.0,3400,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-warszawa-mokotow-65m2-nr-hh+mw+895276342/10010155826341011381140509,,Mieszkanie Warszawa Mokotów 65m2 (nr: HH-MW-895276342)
772,mokotow,123.0,8000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajem-123m2-4pok-bruna-mokotow/10010156963621012440570009,,Wynajem 123m2 4pok Bruna Mokotów
183,mokotow,48.0,2900,2,2021-11-18,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mokotow-obrzezna-ciche-z-garazem-czysciutkie/10010158523471010470727509,,Mokotów obrzeżna ciche z garażem czyściutkie 
248,mokotow,40.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dwa-pokoje-przy-metrze-z-pieknym-widokiem/10010158506851012710620009,,Dwa pokoje przy metrze z pięknym widokiem
1038,mokotow,64.0,3400,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-warszawa-mokotow-64m2-nr-hh+mw+380535603/10010155851051011381140509,,Mieszkanie Warszawa Mokotów 64m2 (nr: HH-MW-380535603)
949,mokotow,56.0,3600,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/3-pokoje-na-mokotowie-+-konstruktorska-10b/10010156463861011355524009,,3 pokoje na Mokotowie - Konstruktorska 10b
811,mokotow,128.0,4200,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/4-pokoje-z-ogrodkiem-na-dolnym-mokotowie/10010156965361010469204609,,4 pokoje z ogródkiem na Dolnym Mokotowie
1037,mokotow,53.0,3400,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-warszawa-mokotow-53m2-nr-hh+mw+852516793/10010155826401011381140509,,Mieszkanie Warszawa Mokotów 53m2 (nr: HH-MW-852516793)
823,mokotow,45.0,1950,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-metro-wilanowska/10010156965221012776000109,,Bez prowizji: 2 osobne pok. | Metro Wilanowska
153,mokotow,52.0,2300,2,2021-12-01,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mokotow-2-pok-2008r-ul-chodkiewicza/10010158842621012102110109,,Mokotów 2 pok 2008r ul.Chodkiewicza
381,ochota,44.0,2500,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/2-pokoje-oddzielna-kuchnia-klimatyzacja-metro/10010158517081012710620009,,"2 pokoje, oddzielna kuchnia, klimatyzacja, metro"
146,ochota,36.0,2100,Kawalerka,2021-11-16,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/36m-ul-skorochod+majewskiego-na-ochocie/10010158450911010471298109,,36m ul Skorochód-Majewskiego na Ochocie 
678,ochota,75.0,3500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/ochota-+-ul-pilchowicka-3-pok-75-m/10010157417031010468572409,,"Ochota - ul.Pilchowicka, 3 pok, 75 m"
16,ochota,70.0,3500,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/ochota+70m2+2-oddzielne-pokoje+wysoki-standard+wolne+-0-prowizji/10010159531871010470712409,,OCHOTA-70m2-2 ODDZIELNE POKOJE-WYSOKI STANDARD-WOLNE- 0 % PROWIZJI  
701,ochota,49.0,2700,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/ochota-+-ul-instalatorow-2-pok-49-50-m-balkon/10010155878851010468572409,,"Ochota - ul.Instalatorów, 2 pok, 49,50 m, balkon"
805,ochota,93.0,6500,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/bez-prowizji-2-pok-%252B-parking-stara-ochota/10010156965491012776000109,,Bez prowizji: 2 pok. + parking | Stara Ochota
963,ochota,62.0,4600,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/4-pokojowe-po-remoncie-kapitalnym-+-szczesliwice/10010156206391011378581009,,4 pokojowe po remoncie kapitalnym - Szczęśliwice
702,ochota,55.0,3000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/ochota-+-ul-drawska-2-pok-55-m-garaz-ogrodek/10010155958721010468572409,,"Ochota - ul.Drawska, 2 pok, 55 m, garaż, ogródek"
527,ochota,65.0,2900,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/do-wynajecia-dwupokojowy-apartament/10010157916691012710620009,,Do wynajęcia dwupokojowy apartament
87,ochota,39.0,1700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/ochota-39-m2-przyjemnie-urzadzone-ciche/10010159136791012765100009,,Ochota 39 m2 przyjemnie urządzone ciche
806,ochota,81.0,4900,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/bez-prowizji-m3-klimatyzacja-park-szczesliwicki/10010156979211012776000109,,Bez prowizji: M3 |klimatyzacja| Park Szczęśliwicki
712,ochota,110.0,5000,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/ochota-+-ul-korzeniowskiego-4-pok-110-m-balkon/10010156761461010468572409,,"Ochota - ul.Korzeniowskiego, 4 pok, 110 m, balkon"
688,ochota,29.0,1800,Kawalerka,,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/bezposrednio-szczesliwicka-kawalerka-w-nowym-apartamentowcu/10010156761071010777096909,,"Bezpośrednio, Szczęśliwicka, kawalerka w nowym apartamentowcu"
711,ochota,53.0,3500,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/ochota-+-ul-rakowska-3-pok-53-m-garaz-balkon/10010156844211010468572409,,"Ochota - ul.Rakowska, 3 pok, 53 m, garaż, balkon"
456,ochota,72.0,3500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/ochota/trzypokojowe-przy-parku-szczesliwickim/10010157994921012710620009,,Trzypokojowe przy parku Szczęśliwickim
